Date,Narration,Voucher Type,Debit,Credit,Amount,Bank Ledger,Contra Ledger,Balance,Reference
31-03-2026,"31/03/2026 31/03/2026 EBANK:1501974810/mintifi/114403959766/ CCAVENUES I 1,01,455.81",Payment,101455.81,,101455.81,Bank Account,A,191045.64,
31-03-2026,"31/03/2026 31/03/2026 NEFT-BARBS26090197557-RAHUL 60,210.00 AGENCIES-AXIS BANK LT",Payment,60210.00,,60210.00,Bank Account,Axis Bank Ltd,251255.64,
31-03-2026,31/03/2026 31/03/2026 Charges for PORD Customer Payment 5.60 :003552116981,Payment,5.60,,5.60,Bank Account,BANK CHARGES,251261.24,
31-03-2026,"31/03/2026 31/03/2026 NEFT-BARBS26090195654-THE 30,549.00 DISTRIBUTION CHANNEL-HDF",Payment,30549.00,,30549.00,Bank Account,A,281810.24,
31-03-2026,31/03/2026 31/03/2026 Charges for PORD Customer Payment 5.60 :003552115215,Payment,5.60,,5.60,Bank Account,BANK CHARGES,281815.84,
31-03-2026,"31/03/2026 31/03/2026 MBK/609005481959/22:30:00/SIDDHANT 17,857.00 AGENCIES BHABR",Payment,17857.00,,17857.00,Bank Account,A,299672.84,
31-03-2026,31/03/2026 31/03/2026 NEFT-BARBS26090195285-AADESH 200.00 ENTERPRISES-I.C.I.C.I,Payment,200.00,,200.00,Bank Account,A,299872.84,
31-03-2026,31/03/2026 31/03/2026 Charges for PORD Customer Payment 2.65 :003552114624,Payment,2.65,,2.65,Bank Account,BANK CHARGES,299875.49,
31-03-2026,"31/03/2026 31/03/2026 NEFT-BARBS26090195092-ATHARV 8,309.00 AGENCY-HDFC BANK LTD.",Payment,8309.00,,8309.00,Bank Account,A,308184.49,
31-03-2026,31/03/2026 31/03/2026 Charges for PORD Customer Payment 2.65 :003552113921,Payment,2.65,,2.65,Bank Account,BANK CHARGES,308187.14,
31-03-2026,"31/03/2026 31/03/2026 NEFT-BARBR26090822580-JYOTI SELS 24,540.00 KUKSHI-HDFC BANK",Payment,24540.00,,24540.00,Bank Account,A,332727.14,
31-03-2026,31/03/2026 31/03/2026 Charges for PORD Customer Payment 5.60 :003551721176,Payment,5.60,,5.60,Bank Account,BANK CHARGES,332732.74,
31-03-2026,"31/03/2026 31/03/2026 MBK/609003033639/18:43:46/SIDDHANT 1,149.00 to anisha mark",Payment,1149.00,,1149.00,Bank Account,Sarkk & Associates,333881.74,
31-03-2026,"31/03/2026 31/03/2026 MBK/609003016064/18:42:14/SIDDHANT 60,210.00 to anisha mark",Payment,60210.00,,60210.00,Bank Account,Sarkk & Associates,394091.74,
31-03-2026,"31/03/2026 31/03/2026 NEFT-BARBR26090785511-RIDIT 68,233.00 ENTERPRISES-HDFC BANK",Payment,68233.00,,68233.00,Bank Account,A,462324.74,
31-03-2026,31/03/2026 31/03/2026 Charges for PORD Customer Payment 5.60 :003551683618,Payment,5.60,,5.60,Bank Account,BANK CHARGES,462330.34,
27-03-2026,"27/03/2026 27/03/2026 EBANK:1501129499/mintifi/114393215655/ CCAVENUES I 2,00,000.00",Payment,200000.00,,200000.00,Bank Account,A,662330.34,
26-03-2026,"26/03/2026 26/03/2026 By DD Num 374490 Paid 2,70,000.00",Receipt,,270000.00,270000.00,Bank Account,A,392330.34,
26-03-2026,"26/03/2026 26/03/2026 NEFT-BARBR26085542748-AADESH 9,847.00 ENTERPRISES-I.C.I.C.I",Payment,9847.00,,9847.00,Bank Account,A,402177.34,
26-03-2026,26/03/2026 26/03/2026 Charges for PORD Customer Payment 2.65 :003538359889,Payment,2.65,,2.65,Bank Account,BANK CHARGES,402179.99,
26-03-2026,"26/03/2026 26/03/2026 BY INST 737090 - MICR CLG (CTS) 40,000.00",Receipt,,40000.00,40000.00,Bank Account,A,362179.99,
25-03-2026,"25/03/2026 25/03/2026 MBK/608445079078/19:24:36/rtb 60,000.00",Receipt,,60000.00,60000.00,Bank Account,A,302179.99,
25-03-2026,"25/03/2026 25/03/2026 NEFT-BARBZ26084763180-AADESH 76,270.00 ENTERPRISES PVT LT-I.",Payment,76270.00,,76270.00,Bank Account,A,378449.99,
25-03-2026,25/03/2026 25/03/2026 Charges for PORD Customer Payment 5.60 :003535029709,Payment,5.60,,5.60,Bank Account,BANK CHARGES,378455.59,
24-03-2026,"24/03/2026 24/03/2026 BY CASH 3,00,000.00",Contra,,300000.00,300000.00,Bank Account,Cash,78455.59,
24-03-2026,"24/03/2026 24/03/2026 MBK/608332413531/14:44:50/SIDDHANT 32,990.00 to m Inayat al",Payment,32990.00,,32990.00,Bank Account,A,111445.59,
24-03-2026,"24/03/2026 24/03/2026 NEFT-BARBX26083696749-PINAKEAST 15,584.00 ENTERPRISES-PUNJAB 02/06/2026 15:23 Contact-Us@18005700 Page 1 of 19 *This is computer-generated statement.No signature is required.",Payment,15584.00,,15584.00,Bank Account,A,127029.59,
24-03-2026,24/03/2026 24/03/2026 Charges for PORD Customer Payment 5.60 :003532417476,Payment,5.60,,5.60,Bank Account,BANK CHARGES,127035.19,
24-03-2026,24/03/2026 24/03/2026 SMS Charges for FEB 26 1.42,Payment,1.42,,1.42,Bank Account,BANK CHARGES,127036.61,
19-03-2026,"19/03/2026 19/03/2026 NEFT-BARBZ26078764838-RSPL LTD- 20,000.00 HDFC BANK LTD. (HDF",Payment,20000.00,,20000.00,Bank Account,A,147036.61,
19-03-2026,19/03/2026 19/03/2026 Charges for PORD Customer Payment 5.60 :003521460940,Payment,5.60,,5.60,Bank Account,BANK CHARGES,147042.21,
19-03-2026,"19/03/2026 19/03/2026 NEFT-BARBZ26078751401-AADESH 27,869.00 ENTERPRISES-I.C.I.C.I",Payment,27869.00,,27869.00,Bank Account,A,174911.21,
19-03-2026,19/03/2026 19/03/2026 Charges for PORD Customer Payment 5.60 :003521448737,Payment,5.60,,5.60,Bank Account,BANK CHARGES,174916.81,
18-03-2026,"18/03/2026 18/03/2026 BY CASH 1,50,000.00",Contra,,150000.00,150000.00,Bank Account,Cash,24916.81,
16-03-2026,16/03/2026 16/03/2026 NEFT-IN22607539561794-RETAIL SCAN 231.01 MANAGEMENT SERVI,Receipt,,231.01,231.01,Bank Account,A,24685.80,
16-03-2026,"16/03/2026 16/03/2026 NEFT-BARBS26075234795-AADESH 22,803.00 ENTERPRISES-I.C.I.C.I",Payment,22803.00,,22803.00,Bank Account,A,47488.80,
16-03-2026,16/03/2026 16/03/2026 Charges for PORD Customer Payment 5.60 :003512709810,Payment,5.60,,5.60,Bank Account,BANK CHARGES,47494.40,
16-03-2026,"16/03/2026 16/03/2026 NEFT-BARBS26075226995-TANIYA 52,883.00 TRADING-CENTRAL BANK",Payment,52883.00,,52883.00,Bank Account,A,100377.40,
16-03-2026,16/03/2026 16/03/2026 Charges for PORD Customer Payment 5.60 :003512694266,Payment,5.60,,5.60,Bank Account,BANK CHARGES,100383.00,
16-03-2026,"16/03/2026 16/03/2026 NEFT-BARBS26075225945-ATHARV 15,673.00 AGENCY-HDFC BANK LTD.",Payment,15673.00,,15673.00,Bank Account,A,116056.00,
16-03-2026,16/03/2026 16/03/2026 Charges for PORD Customer Payment 5.60 :003512694162,Payment,5.60,,5.60,Bank Account,BANK CHARGES,116061.60,
14-03-2026,14/03/2026 14/03/2026 EBANK:1499139620/mintifi/114359701171/ CCAVENUES I 398.76,Payment,398.76,,398.76,Bank Account,A,116460.36,
13-03-2026,"13/03/2026 13/03/2026 EBANK:1499042125/mintifi/114357977076/ CCAVENUES I 2,02,392.08",Payment,202392.08,,202392.08,Bank Account,A,318852.44,
13-03-2026,"13/03/2026 13/03/2026 NEFT-HDFCH00864887785-DEEPSAGAR 56,567.00 PROVISION",Receipt,,56567.00,56567.00,Bank Account,A,262285.44,
12-03-2026,"12/03/2026 12/03/2026 BY CASH 2,40,000.00",Contra,,240000.00,240000.00,Bank Account,Cash,22285.44,
07-03-2026,"07/03/2026 07/03/2026 NEFT-BARBU26066384060-AADESH 29,479.00 ENTERPRISES-I.C.I.C.I",Payment,29479.00,,29479.00,Bank Account,A,51764.44,
07-03-2026,07/03/2026 07/03/2026 Charges for PORD Customer Payment 5.60 :003490375959,Payment,5.60,,5.60,Bank Account,BANK CHARGES,51770.04,
07-03-2026,"07/03/2026 07/03/2026 NEFT-BARBU26066197411-JYOTI SELS 40,000.00 KUKSHI-HDFC BANK",Payment,40000.00,,40000.00,Bank Account,A,91770.04,
07-03-2026,07/03/2026 07/03/2026 Charges for PORD Customer Payment 5.60 :003490170174,Payment,5.60,,5.60,Bank Account,BANK CHARGES,91775.64,
07-03-2026,"07/03/2026 07/03/2026 NEFT-BARBU26066197377-RIDIT 35,448.00 ENTERPRISES-HDFC BANK",Payment,35448.00,,35448.00,Bank Account,A,127223.64,
07-03-2026,07/03/2026 07/03/2026 Charges for PORD Customer Payment 5.60 :003490170132,Payment,5.60,,5.60,Bank Account,BANK CHARGES,127229.24,
07-03-2026,"07/03/2026 07/03/2026 NEFT-BARBU26066197227-RAHUL 35,574.00 AGENCIES-AXIS BANK LT",Payment,35574.00,,35574.00,Bank Account,Axis Bank Ltd,162803.24,
07-03-2026,07/03/2026 07/03/2026 Charges for PORD Customer Payment 5.60 :003490170073,Payment,5.60,,5.60,Bank Account,BANK CHARGES,162808.84,
07-03-2026,"07/03/2026 07/03/2026 NEFT-BARBU26066197168-KULDEEP 13,265.00 ENTERPRISES-UNION BA",Payment,13265.00,,13265.00,Bank Account,A,176073.84,
07-03-2026,07/03/2026 07/03/2026 Charges for PORD Customer Payment 5.60 :003490170000,Payment,5.60,,5.60,Bank Account,BANK CHARGES,176079.44,
07-03-2026,"07/03/2026 07/03/2026 NEFT-BARBU26066197025-AADESH 48,115.00 ENTERPRISES PVT LT-I.",Payment,48115.00,,48115.00,Bank Account,A,224194.44,
07-03-2026,07/03/2026 07/03/2026 Charges for PORD Customer Payment 5.60 :003490169550,Payment,5.60,,5.60,Bank Account,BANK CHARGES,224200.04,
07-03-2026,"07/03/2026 07/03/2026 MBK/606669443156/10:09:36/SIDDHANT 1,04,936.00 to anisha mark",Payment,104936.00,,104936.00,Bank Account,Sarkk & Associates,329136.04,
06-03-2026,"06/03/2026 06/03/2026 BY CASH 3,00,000.00",Contra,,300000.00,300000.00,Bank Account,Cash,29136.04,
28-02-2026,"28/02/2026 28/02/2026 NEFT-BARBP26059472863-AGROWTH 42,790.00 MARKETING-HDFC BANK",Payment,42790.00,,42790.00,Bank Account,A,71926.04,
28-02-2026,28/02/2026 28/02/2026 Charges for PORD Customer Payment 5.60 :003473434632,Payment,5.60,,5.60,Bank Account,BANK CHARGES,71931.64,
27-02-2026,"27/02/2026 27/02/2026 MBK/605896122065/20:37:09/SIDDHANT 4,743.00 to m Inayat al",Payment,4743.00,,4743.00,Bank Account,A,76674.64,
27-02-2026,"27/02/2026 27/02/2026 NEFT-BARBY26058290535-JYOTI SELS 50,000.00 KUKSHI-HDFC BANK",Payment,50000.00,,50000.00,Bank Account,A,126674.64,
27-02-2026,27/02/2026 27/02/2026 Charges for PORD Customer Payment 5.60 :003471022083 02/06/2026 15:23 Contact-Us@18005700 Page 2 of 19 *This is computer-generated statement.No signature is required.,Payment,5.60,,5.60,Bank Account,BANK CHARGES,126680.24,
27-02-2026,"27/02/2026 27/02/2026 NEFT-BARBY26058280109-RIDIT 40,000.00 ENTERPRISES-HDFC BANK",Payment,40000.00,,40000.00,Bank Account,A,166680.24,
27-02-2026,27/02/2026 27/02/2026 Charges for PORD Customer Payment 5.60 :003470992662,Payment,5.60,,5.60,Bank Account,BANK CHARGES,166685.84,
27-02-2026,"27/02/2026 27/02/2026 NEFT-BARBY26058268089-AADESH 33,233.00 ENTERPRISES-I.C.I.C.I",Payment,33233.00,,33233.00,Bank Account,A,199918.84,
27-02-2026,27/02/2026 27/02/2026 Charges for PORD Customer Payment 5.60 :003470992525,Payment,5.60,,5.60,Bank Account,BANK CHARGES,199924.44,
27-02-2026,"27/02/2026 27/02/2026 NEFT-BARBY26058256846-MANISH 31,500.00 KOTHARI-STATE BANK OF",Payment,31500.00,,31500.00,Bank Account,Manish Kothari,231424.44,
27-02-2026,27/02/2026 27/02/2026 Charges for PORD Customer Payment 5.60 :003470976142,Payment,5.60,,5.60,Bank Account,BANK CHARGES,231430.04,
27-02-2026,"27/02/2026 27/02/2026 MBK/605894790115/18:33:15/SIDDHANT 30,000.00 to kamal kumaw",Payment,30000.00,,30000.00,Bank Account,A,261430.04,
27-02-2026,"27/02/2026 27/02/2026 BY CASH 2,50,000.00",Contra,,250000.00,250000.00,Bank Account,Cash,11430.04,
24-02-2026,24/02/2026 24/02/2026 NEFT-IN22605518573780-RETAIL SCAN 353.96 MANAGEMENT SERVI,Receipt,,353.96,353.96,Bank Account,A,11076.08,
22-02-2026,"22/02/2026 22/02/2026 NEFT-BARBX26053954605-BHAVESH 31,164.00 TRADERS-PUNJAB NATIO",Payment,31164.00,,31164.00,Bank Account,A,42240.08,
22-02-2026,22/02/2026 22/02/2026 Charges for PORD Customer Payment 5.60 :003458484657,Payment,5.60,,5.60,Bank Account,BANK CHARGES,42245.68,
22-02-2026,"22/02/2026 22/02/2026 MBK/605346093502/15:07:27/ok 30,000.00",Receipt,,30000.00,30000.00,Bank Account,A,12245.68,
21-02-2026,21/02/2026 21/02/2026 SMS Charges for JAN 26 0.94,Payment,0.94,,0.94,Bank Account,BANK CHARGES,12246.62,
20-02-2026,"20/02/2026 20/02/2026 EBANK:1495893294/mintifi/114315809288/ CCAVENUES I 1,00,000.00",Payment,100000.00,,100000.00,Bank Account,A,112246.62,
20-02-2026,"20/02/2026 20/02/2026 MBK/605130673475/17:13:35/rtb 84,210.00",Receipt,,84210.00,84210.00,Bank Account,A,28036.62,
20-02-2026,"20/02/2026 20/02/2026 NEFT-BARBU26051276910-THE 20,265.00 DISTRIBUTION CHANNEL-HDF",Payment,20265.00,,20265.00,Bank Account,A,48301.62,
20-02-2026,20/02/2026 20/02/2026 Charges for PORD Customer Payment 5.60 :003454251574,Payment,5.60,,5.60,Bank Account,BANK CHARGES,48307.22,
20-02-2026,"20/02/2026 20/02/2026 NEFT-BARBU26051276083-AADESH 26,192.00 ENTERPRISES-I.C.I.C.I",Payment,26192.00,,26192.00,Bank Account,A,74499.22,
20-02-2026,20/02/2026 20/02/2026 Charges for PORD Customer Payment 5.60 :003454250229,Payment,5.60,,5.60,Bank Account,BANK CHARGES,74504.82,
20-02-2026,"20/02/2026 20/02/2026 NEFT-BARBU26051275297-PINAKEAST 4,182.00 ENTERPRISES-PUNJAB",Payment,4182.00,,4182.00,Bank Account,A,78686.82,
20-02-2026,20/02/2026 20/02/2026 Charges for PORD Customer Payment 2.65 :003454248729,Payment,2.65,,2.65,Bank Account,BANK CHARGES,78689.47,
18-02-2026,"18/02/2026 18/02/2026 NEFT-BARBQ26049265823-PANKAJ 28,446.00 SALES-STATE BANK OF I",Payment,28446.00,,28446.00,Bank Account,Kirana Sales 1%,107135.47,
18-02-2026,18/02/2026 18/02/2026 Charges for PORD Customer Payment 5.60 :003449856805,Payment,5.60,,5.60,Bank Account,BANK CHARGES,107141.07,
18-02-2026,"18/02/2026 18/02/2026 NEFT-BARBP26049937469-AADESH 20,320.00 ENTERPRISES-I.C.I.C.I",Payment,20320.00,,20320.00,Bank Account,A,127461.07,
18-02-2026,18/02/2026 18/02/2026 Charges for PORD Customer Payment 5.60 :003449491487,Payment,5.60,,5.60,Bank Account,BANK CHARGES,127466.67,
18-02-2026,"18/02/2026 18/02/2026 NEFT-BARBP26049937054-ATHARV 23,695.00 AGENCY-HDFC BANK LTD.",Payment,23695.00,,23695.00,Bank Account,A,151161.67,
18-02-2026,18/02/2026 18/02/2026 Charges for PORD Customer Payment 5.60 :003449491353,Payment,5.60,,5.60,Bank Account,BANK CHARGES,151167.27,
18-02-2026,"18/02/2026 18/02/2026 NEFT-BARBP26049936287-TANIYA 65,326.00 TRADING-CENTRAL BANK",Payment,65326.00,,65326.00,Bank Account,A,216493.27,
18-02-2026,18/02/2026 18/02/2026 Charges for PORD Customer Payment 5.60 :003449481818,Payment,5.60,,5.60,Bank Account,BANK CHARGES,216498.87,
17-02-2026,"17/02/2026 17/02/2026 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,16498.87,
11-02-2026,"11/02/2026 11/02/2026 NEFT-BARBZ26042002947-AADESH 64,222.00 ENTERPRISES PVT LT-I.",Payment,64222.00,,64222.00,Bank Account,A,80720.87,
11-02-2026,11/02/2026 11/02/2026 Charges for PORD Customer Payment 5.60 :003433347457,Payment,5.60,,5.60,Bank Account,BANK CHARGES,80726.47,
11-02-2026,"11/02/2026 11/02/2026 BY CASH 60,000.00",Contra,,60000.00,60000.00,Bank Account,Cash,20726.47,
11-02-2026,"11/02/2026 11/02/2026 NEFT-BARBY26042309022-RIDDHI 11,384.00 MARKETING-HDFC BANK L",Payment,11384.00,,11384.00,Bank Account,A,32110.47,
11-02-2026,11/02/2026 11/02/2026 Charges for PORD Customer Payment 5.60 :003432634669,Payment,5.60,,5.60,Bank Account,BANK CHARGES,32116.07,
10-02-2026,"10/02/2026 10/02/2026 EBANK:1494345071/mintifi/114291971585/ CCAVENUES I 3,00,000.00",Payment,300000.00,,300000.00,Bank Account,A,332116.07,
10-02-2026,"10/02/2026 10/02/2026 MBK/604139404376/20:40:36/SIDDHANT 28,129.00 to m Inayat al",Payment,28129.00,,28129.00,Bank Account,A,360245.07,
10-02-2026,"10/02/2026 10/02/2026 NEFT-BARBV26041887974-SHREE 30,103.00 KANTAJEET SONS-AXIS 02/06/2026 15:23 Contact-Us@18005700 Page 3 of 19 *This is computer-generated statement.No signature is required.",Payment,30103.00,,30103.00,Bank Account,Axis Bank Ltd,390348.07,
10-02-2026,10/02/2026 10/02/2026 Charges for PORD Customer Payment 5.60 :003430032093,Payment,5.60,,5.60,Bank Account,BANK CHARGES,390353.67,
10-02-2026,"10/02/2026 10/02/2026 NEFT-BARBV26041852425-AADESH 19,959.00 ENTERPRISES-I.C.I.C.I",Payment,19959.00,,19959.00,Bank Account,A,410312.67,
10-02-2026,10/02/2026 10/02/2026 Charges for PORD Customer Payment 5.60 :003429995473,Payment,5.60,,5.60,Bank Account,BANK CHARGES,410318.27,
10-02-2026,"10/02/2026 10/02/2026 MBK/604136232972/16:51:28/SIDDHANT 66,563.00 to anisha mark",Payment,66563.00,,66563.00,Bank Account,Sarkk & Associates,476881.27,
10-02-2026,"10/02/2026 10/02/2026 BY CASH 1,00,000.00",Contra,,100000.00,100000.00,Bank Account,Cash,376881.27,
09-02-2026,"09/02/2026 09/02/2026 BY CASH 3,50,000.00",Contra,,350000.00,350000.00,Bank Account,Cash,26881.27,
05-02-2026,"05/02/2026 05/02/2026 MBK/603682834419/14:45:09/SIDDHANT 15,003.00 to m inayatali",Payment,15003.00,,15003.00,Bank Account,A,41884.27,
04-02-2026,"04/02/2026 04/02/2026 EBANK:1493390138/mintifi/114277116267/ CCAVENUES I 3,10,000.00",Payment,310000.00,,310000.00,Bank Account,A,351884.27,
04-02-2026,"04/02/2026 04/02/2026 NEFT-AXOMB03502111853-VIJAY 1,50,000.00 ARORA",Receipt,,150000.00,150000.00,Bank Account,A,201884.27,
04-02-2026,"04/02/2026 04/02/2026 NEFT-BARBS26035669139-AADESH 11,485.00 ENTERPRISES-I.C.I.C.I",Payment,11485.00,,11485.00,Bank Account,A,213369.27,
04-02-2026,04/02/2026 04/02/2026 Charges for PORD Customer Payment 5.60 :003414089606,Payment,5.60,,5.60,Bank Account,BANK CHARGES,213374.87,
03-02-2026,"03/02/2026 03/02/2026 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,13374.87,
28-01-2026,"28/01/2026 28/01/2026 NEFT-BARBZ26028251447-TANIYA 75,813.00 TRADING-CENTRAL BANK",Payment,75813.00,,75813.00,Bank Account,A,89187.87,
28-01-2026,28/01/2026 28/01/2026 Charges for PORD Customer Payment 5.60 :003396345451,Payment,5.60,,5.60,Bank Account,BANK CHARGES,89193.47,
28-01-2026,"28/01/2026 28/01/2026 NEFT-BARBZ26028247551-AADESH 52,974.00 ENTERPRISES PVT LT-I.",Payment,52974.00,,52974.00,Bank Account,A,142167.47,
28-01-2026,28/01/2026 28/01/2026 Charges for PORD Customer Payment 5.60 :003396339297,Payment,5.60,,5.60,Bank Account,BANK CHARGES,142173.07,
28-01-2026,"28/01/2026 28/01/2026 NEFT-BARBZ26028245959-RSPL LTD- 60,000.00 HDFC BANK LTD. (HDF",Payment,60000.00,,60000.00,Bank Account,A,202173.07,
28-01-2026,28/01/2026 28/01/2026 Charges for PORD Customer Payment 5.60 :003396336333,Payment,5.60,,5.60,Bank Account,BANK CHARGES,202178.67,
28-01-2026,"28/01/2026 28/01/2026 NEFT-BARBZ26028245565-RSPL LTD- 2,00,000.00 HDFC BANK LTD. (HDF",Payment,200000.00,,200000.00,Bank Account,A,402178.67,
28-01-2026,28/01/2026 28/01/2026 Charges for PORD Customer Payment 17.40 :003396336647,Payment,17.40,,17.40,Bank Account,BANK CHARGES,402196.07,
28-01-2026,"28/01/2026 28/01/2026 BY CASH 3,60,000.00",Contra,,360000.00,360000.00,Bank Account,Cash,42196.07,
24-01-2026,"24/01/2026 24/01/2026 NEFT-BARBS26024393368-JYOTI SELS 52,500.00 KUKSHI-HDFC BANK",Payment,52500.00,,52500.00,Bank Account,A,94696.07,
24-01-2026,24/01/2026 24/01/2026 Charges for PORD Customer Payment 5.60 :003388462750,Payment,5.60,,5.60,Bank Account,BANK CHARGES,94701.67,
24-01-2026,"24/01/2026 24/01/2026 NEFT-BARBS26024304833-AADESH 28,740.00 ENTERPRISES-I.C.I.C.I",Payment,28740.00,,28740.00,Bank Account,A,123441.67,
24-01-2026,24/01/2026 24/01/2026 Charges for PORD Customer Payment 5.60 :003388370922,Payment,5.60,,5.60,Bank Account,BANK CHARGES,123447.27,
24-01-2026,"24/01/2026 24/01/2026 NEFT-BARBS26024305074-PINAKEAST 10,284.00 ENTERPRISES-PUNJAB",Payment,10284.00,,10284.00,Bank Account,A,133731.27,
24-01-2026,24/01/2026 24/01/2026 Charges for PORD Customer Payment 5.60 :003388370842,Payment,5.60,,5.60,Bank Account,BANK CHARGES,133736.87,
24-01-2026,"24/01/2026 24/01/2026 NEFT-BARBS26024304886-AADESH 26,377.00 ENTERPRISES-I.C.I.C.I",Payment,26377.00,,26377.00,Bank Account,A,160113.87,
24-01-2026,24/01/2026 24/01/2026 Charges for PORD Customer Payment 5.60 :003388370738,Payment,5.60,,5.60,Bank Account,BANK CHARGES,160119.47,
23-01-2026,"23/01/2026 23/01/2026 BY CASH 1,50,000.00",Contra,,150000.00,150000.00,Bank Account,Cash,10119.47,
21-01-2026,"21/01/2026 21/01/2026 NEFT-BARBV26021889681-THE 10,000.00 DISTRIBUTION CHANNEL-HDF",Payment,10000.00,,10000.00,Bank Account,A,20119.47,
21-01-2026,21/01/2026 21/01/2026 Charges for PORD Customer Payment 2.65 :003380319208,Payment,2.65,,2.65,Bank Account,BANK CHARGES,20122.12,
21-01-2026,"21/01/2026 21/01/2026 NEFT-BARBV26021885247-RIDIT 41,606.00 ENTERPRISES-HDFC BANK",Payment,41606.00,,41606.00,Bank Account,A,61728.12,
21-01-2026,21/01/2026 21/01/2026 Charges for PORD Customer Payment 5.60 :003380324515,Payment,5.60,,5.60,Bank Account,BANK CHARGES,61733.72,
19-01-2026,"19/01/2026 19/01/2026 NEFT-SBIN526019513731-SAWARIYA 25,312.00 KIRANA AND PROVISIO",Receipt,,25312.00,25312.00,Bank Account,A,36421.72,
17-01-2026,"17/01/2026 17/01/2026 NEFT-BARBP26017054324-PANKAJ 10,169.00 SALES-STATE BANK OF I",Payment,10169.00,,10169.00,Bank Account,Kirana Sales 1%,46590.72,
17-01-2026,17/01/2026 17/01/2026 Charges for PORD Customer Payment 5.60 :003371995606,Payment,5.60,,5.60,Bank Account,BANK CHARGES,46596.32,
17-01-2026,17/01/2026 17/01/2026 SMS Charges for DEC 25 1.18 02/06/2026 15:23 Contact-Us@18005700 Page 4 of 19 *This is computer-generated statement.No signature is required.,Payment,1.18,,1.18,Bank Account,BANK CHARGES,46597.50,
16-01-2026,"16/01/2026 16/01/2026 NEFT-BARBY26016111353-RAHUL 30,000.00 AGENCIES-AXIS BANK LT",Payment,30000.00,,30000.00,Bank Account,Axis Bank Ltd,76597.50,
16-01-2026,16/01/2026 16/01/2026 Charges for PORD Customer Payment 5.60 :003369826822,Payment,5.60,,5.60,Bank Account,BANK CHARGES,76603.10,
16-01-2026,"16/01/2026 16/01/2026 NEFT-BARBY26016102458-AADESH 6,750.00 ENTERPRISES-I.C.I.C.I",Payment,6750.00,,6750.00,Bank Account,A,83353.10,
16-01-2026,16/01/2026 16/01/2026 Charges for PORD Customer Payment 2.65 :003369817686,Payment,2.65,,2.65,Bank Account,BANK CHARGES,83355.75,
16-01-2026,"16/01/2026 16/01/2026 NEFT-BARBY26016094103-THE 28,228.00 DISTRIBUTION CHANNEL-HDF",Payment,28228.00,,28228.00,Bank Account,A,111583.75,
16-01-2026,16/01/2026 16/01/2026 Charges for PORD Customer Payment 5.60 :003369812351,Payment,5.60,,5.60,Bank Account,BANK CHARGES,111589.35,
15-01-2026,"15/01/2026 15/01/2026 BY CASH 1,00,000.00",Contra,,100000.00,100000.00,Bank Account,Cash,11589.35,
14-01-2026,"14/01/2026 14/01/2026 NEFT-BARBU26014330516-AADESH 27,554.00 ENTERPRISES-I.C.I.C.I",Payment,27554.00,,27554.00,Bank Account,A,39143.35,
14-01-2026,14/01/2026 14/01/2026 Charges for PORD Customer Payment 5.60 :003365565932,Payment,5.60,,5.60,Bank Account,BANK CHARGES,39148.95,
14-01-2026,"14/01/2026 14/01/2026 NEFT-BARBU26014329889-RSPL LTD- 35,000.00 HDFC BANK LTD. (HDF",Payment,35000.00,,35000.00,Bank Account,A,74148.95,
14-01-2026,14/01/2026 14/01/2026 Charges for PORD Customer Payment 5.60 :003365564045,Payment,5.60,,5.60,Bank Account,BANK CHARGES,74154.55,
14-01-2026,"14/01/2026 14/01/2026 NEFT-BARBU26014329714-RSPL LTD- 2,00,000.00 HDFC BANK LTD. (HDF",Payment,200000.00,,200000.00,Bank Account,A,274154.55,
14-01-2026,14/01/2026 14/01/2026 Charges for PORD Customer Payment 17.40 :003365563902,Payment,17.40,,17.40,Bank Account,BANK CHARGES,274171.95,
13-01-2026,"13/01/2026 13/01/2026 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,74171.95,
11-01-2026,11/01/2026 11/01/2026 SMS Charges for NOV 25 1.18,Payment,1.18,,1.18,Bank Account,BANK CHARGES,74173.13,
05-01-2026,"05/01/2026 05/01/2026 MBK/600569573458/10:03:31/siddhant to 63,849.00 anisha mark",Payment,63849.00,,63849.00,Bank Account,Sarkk & Associates,138022.13,
04-01-2026,"04/01/2026 04/01/2026 EBANK:1488732413/mintifi/114204019612/ CCAVENUES I 4,100.97",Payment,4100.97,,4100.97,Bank Account,A,142123.10,
31-12-2025,"31/12/2025 31/12/2025 NEFT-BARBX25365230707-PINAKEAST 26,317.00 ENTERPRISES-PUNJAB",Payment,26317.00,,26317.00,Bank Account,A,168440.10,
31-12-2025,31/12/2025 31/12/2025 Charges for PORD Customer Payment 5.60 :003330834245,Payment,5.60,,5.60,Bank Account,BANK CHARGES,168445.70,
31-12-2025,"31/12/2025 31/12/2025 BY CASH 1,50,000.00",Contra,,150000.00,150000.00,Bank Account,Cash,18445.70,
27-12-2025,"27/12/2025 27/12/2025 NEFT-BARBP25361863321-MAHARAJA 7,692.00 INDIA VINTRADE PVT",Payment,7692.00,,7692.00,Bank Account,A,26137.70,
